,Reviews,Ratings
1507,pleasant but not more than recycled jock piffle,0
1508,"indeed , the more outrageous bits achieve a shock you into laughter intensity of almost dadaist proportions",1
1509,"the one liners are snappy , the situations volatile and the comic opportunities richly rewarded",1
1510,"stupid , infantile , redundant , sloppy , over the top , and amateurish",0
1511,the film grows on you,1
1512,"though its story is only surface deep , the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look see",1
1513,"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare",1
1514,"first time writer director dylan kidd also has a good ear for dialogue , and the characters sound like real people",1
1515,a whale of a good time for both children and parents seeking christian themed fun,1
1516,"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art house gay porn film",0
1517,"during the tuxedo 's 90 minutes of screen time , there is n't one true ` chan moment '",0
1518,"it 's mildly sentimental , unabashedly consumerist studiously inoffensive and completely disposable",0
1519,plays like the old disease of the week small screen melodramas,0
1520,pays tribute to heroes the way julia roberts hands out awards with phony humility barely camouflaging grotesque narcissism,0
1521,features fincher 's characteristically startling visual style and an almost palpable sense of intensity,1
1522,"before long , you 're desperate for the evening to end",0
1523,"watchable up until the point where the situations and the dialogue spin hopelessly out of control that is to say , when carol kane appears on the screen",0
1524,`` red dragon '' never cuts corners,1
1525,"an ambitious movie that , like shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off",1
1526,"although shot with little style , skins is heartfelt and achingly real",1
1527,"it looks good , but it is essentially empty",0
1528,"young everlyn sampi , as the courageous molly craig , simply radiates star power potential in this remarkable and memorable film",1
1529,a knowing sense of humor and a lot of warmth ignite son of the bride,1
1530,"sure , i hated myself in the morning",0
1531,but ticket buyers with great expectations will wind up as glum as mr de niro,0
1532,"the film was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one lrb and no one rrb",0
1533,it 's a great performance and a reminder of dickens ' grandeur,1
1534,not at all clear what it 's trying to say and even if it were i doubt it would be all that interesting,0
1535,a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events,0
1536,"real women may have many agendas , but it also will win you over , in a big way",1
1537,"what i saw , i enjoyed",1
1538,"lazily and glumly settles into a most traditional , reserved kind of filmmaking",0
1539,it appears as if even the filmmakers did n't know what kind of movie they were making,0
1540,the dangerous lives of altar boys ' take on adolescence feels painfully true,1
1541,"spider man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units",0
1542,"at its best , this is grand scale moviemaking for a larger than life figure , an artist who has been awarded mythic status in contemporary culture",1
1543,there are some movies that hit you from the first scene and you know it 's going to be a trip,1
1544,i 'm not sure these words have ever been together in the same sentence this erotic cannibal movie is boring,0
1545,"maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back",0
1546,"with spy kids 2 the island of lost dreams , however , robert rodriguez adorns his family film plot with an elegance and maturity that even most contemporary adult movies are lacking",1
1547,unbearably lame,0
1548,"certainly not a good movie , but it was n't horrible either",0
1549,where the film falters is in its tone,0
