,text,lbl_index,labels
5206,Where in India has the cotton gin been found from prehistoric times?,14,other
5207,What was pre-contact Chamorro cuisine based on?,17,food
5208,What happened after the French and Indian War?,12,desc
5209,What happened in 1918?,12,desc
5210,What happened when methods of the Iroquois Confederacy were introduced to the Ottoman Empire?,12,desc
5211,Who was the Queen's first grandchild?,4,ind
5212,Who are Queen Victoria's mother and father?,4,ind
5213,What was Elizabeth and Princess Margaret's mothers name?,4,ind
5214,what happened to the internet in the late 1980s?,12,desc
5215,What happened to the notabilities political position?,12,desc
5216,What happened to Claridge's Company in 1915?,12,desc
5217,Who was Apollo's son?,4,ind
5218,WHat is Panentheism?,7,def
5219,Who was the Holy Roman Emperor from 1190-1254?,4,ind
5220,What happened at the end of the Cold War?,12,desc
5221,What event prompted the end to the control of the Communist Party of the Soviet Union in the RSFSR?,10,event
5222,What event prompted the start of the control of the Communist Party of the Soviet Union in the RSFSR?,10,event
5223,"If you believe in idealism, you are also believing in what?",12,desc
5224,What do idealist believe can not exist independent of the mind?,12,desc
5225,What do monotheists believe?,12,desc
5226,What is the name of the Japanese national anthem?,1,cremat
5227,What is The Hymn to Haammurabi?,7,def
5228,Which song was played for the first time in Strasbourg that would later become the French national anthem?,1,cremat
5229,For whom was Houston named?,4,ind
5230,When was Houston founded?,8,date
5231, What is the home of the Houstons named?,14,other
5232,What happens to infected plant cells?,12,desc
5233,What will a motor do if the load is reduced?,12,desc
5234,"When wood dries and shrinks, what happens to its density?",12,desc
5235,What is the name of the town the story takes place in?,21,city
5236,Where was Marshall Saunderson based?,14,other
5237,Where is the smallest Jewish community located?,14,other
5238,When did the word come into use?,8,date
5239,"When did ""nigger"" become a pejorative word?",8,date
5240,Where did the name sarmatism originate?,14,other
5241,What did Bell only admit to knowing in a letter?,12,desc
5242,What did Bell promise to split with his financers?,14,other
5243,Who taught Bell when he was very young?,4,ind
5244,Who was Sperling Elliot?,12,desc
5245,Who was James Bruce?,12,desc
5246,Who was Thomas Muntzer?,12,desc
5247,When did the word come into use?,8,date
5248,Where does the word dog originate?,14,other
5249,Where does its name come from?,12,desc
5250,Where does the word papuros come from?,12,desc
5251,When did the word come into use?,8,date
5252,Where does its name come from?,12,desc
5253,Who is the Doris Leuthard?,12,desc
5254,Who was Leucothea's mother?,4,ind
5255,Who was Xiao Xiu?,12,desc
5256,What war did Antigonus II fight Athenians?,10,event
5257,Who was Alais?,12,desc
5258,Who is the protagonist of the Aeneid?,4,ind
5259,Where does its name come from?,12,desc
5260,Where are the origins of Faith in?,12,desc
5261,When did the word come into use?,8,date
5262,What did the Easter and Western Catholic church have in common?,12,desc
5263,What happens in Presbyterian denominations?,12,desc
5264,What is the basis behind Catholic theology?,12,desc
5265,What is Bermuda designated as?,14,other
5266,In what major ocean is Bermuda located?,14,other
5267,Who defeated Bermuda?,4,ind
5268,Who was Sperling Elliot?,12,desc
5269,Who was Allan Loren?,12,desc
5270,Who was dean of Yale Medical School from 1920 to 1935?,4,ind
5271,When did the word come into use?,8,date
5272,Where does the word dog originate?,14,other
5273,"When did ""nigger"" become a pejorative word?",8,date
5274,What was the name of Roland Barthes' essay?,1,cremat
5275,Who was Thomas Muntzer?,12,desc
5276,Who was Mary's sister?,4,ind
5277,Where did Abbess Hildegard live?,14,other
5278,What happens to grain when it is soaked in water?,12,desc
5279,When it is burned what does hydrogen make?,14,other
5280,What occurs when copper is placed apart from another metal?,12,desc
5281,What happened after the economy dropped off around 2008?,12,desc
5282,What is the national UK unemployment rate?,38,perc
5283,What was one of the effects of having employers cut jobs and closing plants in Detroit?,12,desc
5284,How was music transmitted before the invention of musical notation?,0,manner
5285,What year was the earliest reference to classical music?,8,date
5286,Who popularize dance music as mainstream music?,4,ind
5287,What did the studies reveal about men and their declared sexual preference?,12,desc
5288,What does the American Physocological Association say that sexual orientation refers to?,20,termeq
5289,What did KInsey state as his reasoning for the scale?,12,desc
5290,Paper is developed identically to what?,14,other
5291,"In orthography and typography, what is the distinction between the letters that are in larger upper case and lower upper case",12,desc
5292,Who is the Doris Leuthard?,12,desc
5293,Who is Samantha Power?,12,desc
5294,Who was Jack Brown's wife?,4,ind
5295, What is the mission statement of the company that makes pentobarbital?,12,desc
5296,What is the main mission of the ECB?,10,event
5297,What kind of statement is the Book of Concord?,12,desc
5298,What did Charles Martel do ,12,desc
5299,Who was Lord Halifax in 1940?,4,ind
5300,Oliver Cromwell began buring national figures in the abbey starting with whom?,4,ind
5301,What does LDS stand for?,3,exp
5302,What do monotheists believe?,12,desc
5303,"What were ""Squeeze LDs""?",7,def
5304,Who did Seminoles harbor ,4,ind
5305,What is Camp Lejeune?,7,def
5306,Who was Sperling Elliot?,12,desc
5307,What is the large island park in Detroit?,14,other
5308,What district is Lafayette Park a part of?,14,other
5309,"What is the only property that copper, silver and gold have in common?",14,other
5310,What do Concentrating Solar Power technologies have in common?,12,desc
5311,What is another name for anthracite coal?,20,termeq
5312,Which artist combined blues rock and psychedelia leaving out elements of jazz?,4,ind
5313,What type of music was predominantly played on smooth jazz stations?,1,cremat
5314,What are the two major differences between cantons?,12,desc
5315,How much did she earn in 2014?,25,money
5316,"What did Kerry do on Apr 22, 1971?",12,desc
5317,What was the profession of James Anderson?,6,title
5318,What is the technique that analyzes the constituent bonds of molecules to identify them?,31,techmeth
5319,What suggests the general meaning of a compound character? ,7,def
5320,What is the basic difference between the dialects?,12,desc
5321,What do 15% of secondary school students study as a foreign language?,37,lang
5322,"What is the accepted definition of ""multicultural"" ancestry?",7,def
5323,How many schools of thought influence central Asian cultures?,13,count
5324,When did the word come into use?,8,date
5325,"Who came up with the nickname ""The Blues""?",4,ind
5326,What was the HMS Prince carrying when it sunk?,14,other
5327,What was the name of blackbeards ship?,44,veh
5328,What was the largest ship constructed in Antiquity?,44,veh
5329,What term in higher education refers to technical universities that award engineering degrees?,20,termeq
5330,"What two examples were given of what ""postsecondary"" or ""higher"" education?",14,other
5331, Where do most university graduates go to after acquiring a degree?,14,other
5332,When did the word come into use?,8,date
5333,Who was Claude R Kirk ,12,desc
5334,Who was a MAC agent?,4,ind
5335,Who was Alais?,12,desc
5336, What was the closing lyric from the Duck Tales theme show?,12,desc
5337,What phrase did people believe Bell's dog could say?,20,termeq
5338,What comic strip was ended by Osamu Tezuka?,1,cremat
5339,William Wordsworth lived from what year to what year?,8,date
5340,Who was William C. Boyd?,12,desc
5341,What was William Tillcar's profession?,6,title
5342,What would a rotor do without current reversal?,12,desc
5343,What is mechanical potential energy?,7,def
5344,What is entropy?,7,def
5345,Who was William C. Boyd?,12,desc
5346,Who was Eduard Lasker?,12,desc
5347,Who was James Bruce?,12,desc
5348,Where was pepsi first produced?,14,other
